"combogen","combogencoo"
"combogen^58574^1","combogencoo^58574^1"
"combogen^58595^1","combogencoo^58595^1"
"combogen^58697^1","combogencoo^58697^1"
"combogen^58706^1","combogencoo^58706^1"
"combogen^58707^1","combogencoo^58707^1"
"combogen^58944^1","combogencoo^58944^1"
"combogen^59254^1","combogencoo^59254^1"
"combogen^59338^1","combogencoo^59338^1"
"combogen^59338^2","combogencoo^59338^2"
"combogen^59784^1","combogencoo^59784^1"
"combogen^59884^1","combogencoo^59884^1"
"combogen^60100^1","combogencoo^60100^1"
